Unnamed: 0,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount,Year,Month,Day
2909,ORD1094033,CUST64654,2025-11-17,28,Delhi,Fashion,Face Serum,2.0,2576.99,34.72,UPI,Shipped,4.0,4.0,8.47,Mobile,Email,3341.57,NONE,3364.52,2025.0,11.0,17.0
84639,ORD1058360,CUST34795,2025-03-02,35,Hyderabad,Sports,Bluetooth Speaker,1.0,635.0,14.42,Credit Card,Delivered,2.9,5.0,11.52,Mobile,Social,,APP15,543.43,2025.0,3.0,2.0
70431,ORD1064882,CUST50937,2025-04-18,33,Ahmedabad,Grocery,Running Shoes,1.0,979.5,4.36,Credit Card,Processing,4.3,7.0,3.2,Mobile,Organic,7155.7,APP15,936.79,2025.0,4.0,18.0
5334,ORD1057104,CUST93505,2025-02-20,27,Patna,Toys,Running Shoes,1.0,9251.33,7.91,Wallet,Processing,5.0,2.0,4.47,Mobile,Affiliate,2718.02,NONE,8519.55,2025.0,2.0,20.0
41287,ORD1041437,CUST92518,2024-10-29,31,Lucknow,Books,Face Serum,1.0,812.85,13.33,Wallet,Delivered,3.7,1.0,10.18,Mobile,Organic,1846.08,not provided,704.5,2024.0,10.0,29.0
65570,ORD1060881,CUST15650,2025-03-20,32,Patna,Sports,Yoga Mat,1.0,1330.89,7.45,Net Banking,Returned,3.7,2.0,25.61,Mobile,Affiliate,1937.8,NEWUSER,1231.74,2025.0,3.0,20.0
49763,ORD1095443,CUST87037,2025-11-27,26,Kolkata,Beauty,Smart Watch,2.0,1310.89,17.49,UPI,Delivered,3.8,5.0,16.48,Mobile,Email,1735.31,NONE,2163.23,2025.0,11.0,27.0
54440,ORD1062738,CUST47872,2025-04-02,29,Pune,Beauty,Coffee Maker,2.0,708.85,14.31,Credit Card,Delivered,3.3,0.0,4.74,Desktop,Paid Search,14434.38,NEWUSER,1214.83,2025.0,4.0,2.0
50083,ORD1010013,CUST75988,2024-03-14,39,Lucknow,,Coffee Maker,1.0,664.29,6.57,COD,Delivered,4.7,3.0,24.77,Mobile,Organic,6793.91,not provided,620.65,2024.0,3.0,14.0
24996,ORD1039656,CUST43767,2024-10-16,33,Hyderabad,Electronics,Running Shoes,1.0,935.58,17.07,COD,Delivered,4.7,2.0,14.49,Mobile,Organic,66709.73,not provided,775.88,2024.0,10.0,16.0
66027,ORD1072778,CUST91707,2025-06-15,29,Hyderabad,Grocery,Smart Watch,1.0,1136.12,3.22,Wallet,Delivered,4.3,2.0,16.19,Mobile,Email,2272.17,FESTIVE,1099.54,2025.0,6.0,15.0
28279,ORD1059886,CUST99429,2025-03-13,27,Indore,Grocery,Face Serum,3.0,1490.89,16.81,UPI,Delivered,4.0,5.0,9.19,Mobile,Organic,4579.1,NONE,3720.81,2025.0,3.0,13.0
44170,ORD1034408,CUST22479,2024-09-08,40,Hyderabad,Sports,Coffee Maker,2.0,4933.08,11.89,not provided,Delivered,4.7,4.0,6.02,Mobile,Social,939.31,SAVE20,8693.07,2024.0,9.0,8.0
5638,ORD1024248,CUST27146,2024-06-26,51,Delhi,Beauty,Face Serum,1.0,3125.77,5.66,COD,Delivered,4.6,1.0,7.84,Desktop,Social,4718.02,NONE,2948.85,2024.0,6.0,26.0
9807,ORD1010835,CUST61787,2024-03-20,30,Bengaluru,Books,Running Shoes,2.0,1706.01,5.2,Net Banking,Delivered,3.7,1.0,10.98,Mobile,Direct,134516.82,NONE,3234.59,2024.0,3.0,20.0
13424,ORD1051028,CUST70259,2025-01-07,35,Chennai,Beauty,Running Shoes,3.0,1592.72,8.81,COD,Delivered,4.0,7.0,5.25,Desktop,Paid Search,11304.46,SAVE20,4357.2,2025.0,1.0,7.0
50692,ORD1046656,CUST87159,2024-12-06,30,Kolkata,Grocery,Wireless Headphones,1.0,263.96,30.01,UPI,Returned,5.0,4.0,14.4,Mobile,Affiliate,4524.88,not provided,184.75,2024.0,12.0,6.0
61935,ORD1093543,CUST22593,2025-11-13,41,Ahmedabad,Toys,Laptop Stand,1.0,4511.55,10.73,UPI,Delivered,4.6,1.0,4.52,Mobile,Affiliate,11372.29,FESTIVE,4027.46,2025.0,11.0,13.0
36685,ORD1094295,CUST46323,2025-11-19,42,Delhi,Fashion,Novel,3.0,1519.87,15.52,UPI,Delivered,3.8,6.0,3.49,Mobile,Direct,4130.05,NONE,3851.96,2025.0,11.0,19.0
35434,ORD1022581,CUST61120,2024-06-13,21,Mumbai,Home & Kitchen,Yoga Mat,1.0,374.15,12.87,UPI,Shipped,4.2,3.0,27.26,Mobile,Organic,25135.21,not provided,326.0,2024.0,6.0,13.0
9731,ORD1067411,CUST61694,2025-05-07,18,Kolkata,Fashion,Yoga Mat,1.0,5385.51,19.58,UPI,Delivered,4.3,2.0,3.14,Mobile,Organic,4894.42,not provided,4331.03,2025.0,5.0,7.0
70073,ORD1088711,CUST31799,2025-10-09,19,Chennai,Books,Smart Watch,5.0,568.95,8.53,UPI,Delivered,3.6,1.0,5.73,Desktop,Direct,241.06,NEWUSER,2602.09,2025.0,10.0,9.0
14034,ORD1013513,CUST43432,2024-04-08,33,not provided,Fashion,Bluetooth Speaker,2.0,191.34,22.34,UPI,Delivered,4.3,8.0,11.68,Mobile,Organic,5892.88,not provided,297.19,2024.0,4.0,8.0
2616,ORD1062502,CUST76027,2025-04-01,35,Ahmedabad,Fashion,Laptop Stand,1.0,272.66,11.81,Credit Card,Delivered,5.0,1.0,7.38,Tablet,Social,30511.09,NEWUSER,240.46,2025.0,4.0,1.0
17959,ORD1068332,CUST30634,2025-05-13,93,Mumbai,Fashion,Wireless Headphones,2.0,635.69,15.69,COD,Delivered,3.7,3.0,10.07,Mobile,Organic,12167.06,APP15,1071.9,2025.0,5.0,13.0
60087,ORD1013974,CUST91912,2024-04-12,36,Hyderabad,Electronics,Coffee Maker,3.0,251.36,15.77,UPI,Shipped,3.7,5.0,6.14,Mobile,Organic,4986.09,FESTIVE,635.16,2024.0,4.0,12.0
19741,ORD1083883,CUST10998,2025-09-04,26,Mumbai,Electronics,Face Serum,2.0,1641.52,1.48,Debit Card,Delivered,4.1,4.0,6.13,Mobile,Organic,2626.16,FESTIVE,3234.45,2025.0,9.0,4.0
83432,ORD1098503,CUST87335,2025-12-20,28,Hyderabad,Electronics,Bluetooth Speaker,1.0,924.74,24.4,Wallet,Delivered,4.1,2.0,31.1,Mobile,Paid Search,8303.37,APP15,699.1,2025.0,12.0,20.0
44915,ORD1035294,CUST35792,2024-09-14,37,Jaipur,Beauty,Coffee Maker,2.0,928.2,1.73,COD,Delivered,3.4,3.0,16.19,Mobile,Social,2628.0,NEWUSER,1824.28,2024.0,9.0,14.0
53394,ORD1092436,CUST88708,2025-11-05,30,,Home & Kitchen,Organic Snacks,2.0,1369.53,2.79,UPI,Shipped,4.2,1.0,4.57,Mobile,Direct,1750.68,not provided,2662.64,2025.0,11.0,5.0
26303,ORD1080086,CUST98617,2025-08-07,19,Hyderabad,Sports,Organic Snacks,2.0,1851.54,16.22,Credit Card,Delivered,2.9,1.0,30.54,Mobile,Organic,1728.94,NEWUSER,3102.44,2025.0,8.0,7.0
63532,ORD1040314,CUST16629,2024-10-21,36,Jaipur,Sports,Bluetooth Speaker,3.0,1504.5,15.29,COD,Delivered,4.7,10.0,4.97,Mobile,Paid Search,2862.11,SAVE20,,2024.0,10.0,21.0
50796,ORD1094822,CUST19564,2025-11-23,44,Indore,Books,Running Shoes,1.0,3599.74,18.73,UPI,Delivered,4.6,6.0,9.18,Mobile,Paid Search,665.41,SAVE20,2925.51,2025.0,11.0,23.0
39491,ORD1081818,CUST55756,2025-08-20,37,Pune,Home & Kitchen,Coffee Maker,1.0,189.27,20.6,Debit Card,Delivered,3.3,7.0,4.17,Mobile,Affiliate,1677.93,NEWUSER,150.28,2025.0,8.0,20.0
77890,ORD1056981,CUST53010,2025-02-19,30,Pune,Beauty,Novel,2.0,574.69,16.36,Wallet,Delivered,3.9,1.0,5.88,Mobile,Direct,22105.49,NEWUSER,961.34,2025.0,2.0,19.0
6091,ORD1021536,CUST39173,2024-06-06,24,Mumbai,Beauty,Face Serum,1.0,282.62,26.56,not provided,Delivered,3.7,2.0,23.12,Mobile,Email,962.09,FESTIVE,207.56,2024.0,6.0,6.0
75010,ORD1081692,CUST13926,2025-08-19,41,Delhi,Fashion,Bluetooth Speaker,1.0,647.76,12.95,Debit Card,Cancelled,4.3,10.0,8.36,Mobile,Paid Search,880.55,APP15,563.88,2025.0,8.0,19.0
86334,ORD1072776,CUST72091,2025-06-15,22,Chennai,Beauty,Yoga Mat,1.0,1854.58,6.49,Credit Card,Returned,4.1,3.0,6.55,Mobile,Organic,8529.85,SAVE20,1734.22,2025.0,6.0,15.0
72060,ORD1072607,CUST94803,2025-06-14,24,Mumbai,Books,Running Shoes,4.0,877.66,24.83,Credit Card,Delivered,4.2,2.0,4.85,Desktop,Email,23512.46,NEWUSER,2638.95,2025.0,6.0,14.0
7495,ORD1069173,CUST98394,2025-05-19,24,Bengaluru,Home & Kitchen,Bluetooth Speaker,5.0,758.72,2.03,Wallet,Delivered,4.0,3.0,12.41,Mobile,Email,1932.37,APP15,3716.59,2025.0,5.0,19.0
66657,ORD1040785,CUST22773,2024-10-24,49,Delhi,Toys,Wireless Headphones,1.0,786.83,8.62,Debit Card,Delivered,3.1,3.0,3.15,Mobile,Paid Search,4319.27,NEWUSER,719.01,2024.0,10.0,24.0
56783,ORD1053170,CUST27506,,31,Lucknow,Beauty,Running Shoes,1.0,3590.79,4.64,UPI,Returned,5.0,4.0,2.5,Mobile,Email,13990.68,NEWUSER,3424.18,,,
24625,ORD1001041,CUST73639,2024-01-08,42,Ahmedabad,Toys,Coffee Maker,3.0,2741.89,5.71,Net Banking,Delivered,3.5,1.0,7.13,Mobile,Organic,940.63,FESTIVE,7755.98,2024.0,1.0,8.0
58195,ORD1040049,CUST16805,2024-10-19,41,Chennai,Electronics,Smart Watch,1.0,211.11,18.54,Debit Card,Processing,2.9,2.0,17.66,Mobile,Organic,4549.92,APP15,171.97,2024.0,10.0,19.0
67378,ORD1029540,CUST92829,2024-08-03,23,Pune,Fashion,Coffee Maker,1.0,543.41,7.27,UPI,Delivered,2.5,6.0,10.54,Desktop,Social,13798.12,APP15,503.9,2024.0,8.0,3.0
66857,ORD1022960,CUST26749,2024-06-16,24,Delhi,Books,Smart Watch,1.0,972.26,9.64,Credit Card,Delivered,3.7,5.0,8.41,Desktop,Paid Search,5600.36,not provided,878.53,2024.0,6.0,16.0
33922,ORD1074778,CUST97341,2025-06-29,32,Delhi,Home & Kitchen,Smart Watch,1.0,179.0,5.99,Credit Card,Delivered,5.0,1.0,4.71,Desktop,Organic,9376.09,SAVE20,168.28,2025.0,6.0,29.0
5829,ORD1065100,CUST72198,2025-04-20,30,Chennai,Grocery,Running Shoes,1.0,3922.81,4.47,Net Banking,Delivered,3.0,6.0,8.75,Mobile,Paid Search,8439.03,NEWUSER,3747.46,2025.0,4.0,20.0
52756,ORD1033080,CUST11175,2024-08-29,31,Pune,Electronics,Wireless Headphones,1.0,1420.22,1.5,UPI,Delivered,3.7,8.0,9999.0,Mobile,Organic,4951.45,not provided,1398.92,2024.0,8.0,29.0
80121,ORD1062218,CUST22442,2025-03-30,38,Delhi,Fashion,Coffee Maker,1.0,1620.56,2.24,Debit Card,Shipped,4.5,6.0,12.08,Mobile,Organic,3475.06,FESTIVE,1584.26,2025.0,3.0,30.0
38303,ORD1043888,CUST25158,2024-11-16,19,Indore,Fashion,Smart Watch,2.0,1926.38,19.52,Credit Card,Processing,4.4,1.0,1.03,Desktop,Email,5056.4,NONE,3100.7,2024.0,11.0,16.0
39099,ORD1092341,CUST78230,2025-11-05,18,Mumbai,Electronics,Bluetooth Speaker,1.0,8379.12,20.56,COD,Shipped,4.2,3.0,23.73,Desktop,Email,3122.03,NEWUSER,6656.37,2025.0,11.0,5.0
16196,ORD1027639,CUST61973,2024-07-20,29,Indore,Electronics,Bluetooth Speaker,4.0,518.32,5.51,UPI,Delivered,3.6,3.0,7.69,Mobile,Email,6931.36,not provided,1959.04,2024.0,7.0,20.0
21383,ORD1063716,CUST36585,2025-04-10,22,Lucknow,Home & Kitchen,Organic Snacks,4.0,1096.52,25.03,Debit Card,Delivered,4.7,2.0,6.89,Mobile,Direct,772.39,APP15,3288.24,2025.0,4.0,10.0
84345,ORD1085127,CUST11975,2025-09-13,44,Bengaluru,Grocery,Smart Watch,1.0,1205.6,4.24,COD,Processing,3.8,2.0,7.46,Mobile,Social,1842.56,NEWUSER,,2025.0,9.0,13.0
13210,ORD1070709,CUST19572,2025-05-31,35,Patna,Sports,Laptop Stand,2.0,2335.87,5.52,Net Banking,Delivered,5.0,4.0,13.76,Desktop,Paid Search,1977.4,not provided,4413.86,2025.0,5.0,31.0
49510,ORD1004854,CUST32151,2024-02-05,30,Chennai,Books,Wireless Headphones,1.0,1199.99,13.77,Debit Card,Delivered,4.2,7.0,4.74,Mobile,Organic,,SAVE20,,2024.0,2.0,5.0
13841,ORD1095280,CUST21127,2025-11-26,39,Indore,Books,Bluetooth Speaker,1.0,5114.14,22.53,Wallet,Delivered,3.4,2.0,10.76,Mobile,Organic,4000.08,NEWUSER,3961.92,2025.0,11.0,26.0
54622,ORD1040021,CUST45082,2024-10-19,31,Indore,Fashion,Laptop Stand,1.0,7648.75,19.3,Wallet,Delivered,4.0,2.0,6.59,Tablet,Social,7423.18,APP15,6172.54,2024.0,10.0,19.0
14039,ORD1089240,CUST47298,2025-10-13,36,Patna,Beauty,Running Shoes,1.0,320.73,11.08,Net Banking,Shipped,3.2,1.0,4.7,Mobile,Paid Search,1138.39,not provided,285.19,2025.0,10.0,13.0
62870,ORD1024435,CUST81846,2024-06-27,32,Lucknow,Fashion,Wireless Headphones,2.0,1058.39,15.7,Wallet,Shipped,5.0,5.0,10.94,Desktop,Paid Search,2678.17,APP15,1784.45,2024.0,6.0,27.0
39019,ORD1043556,CUST73804,2024-11-13,24,Ahmedabad,Toys,Novel,3.0,1079.15,0.87,Net Banking,Shipped,3.4,2.0,10.15,Mobile,Affiliate,1902.94,APP15,3209.28,2024.0,11.0,13.0
36041,ORD1057288,CUST68187,2025-02-22,32,Chennai,Electronics,Wireless Headphones,3.0,482.77,4.81,UPI,Delivered,3.0,6.0,3.92,Mobile,Organic,,FESTIVE,1378.65,2025.0,2.0,22.0
13791,ORD1057400,CUST39716,2025-02-23,18,Jaipur,Electronics,Bluetooth Speaker,1.0,652.71,16.63,Debit Card,Delivered,5.0,1.0,5.35,Mobile,Organic,8454.22,NEWUSER,544.16,2025.0,2.0,23.0
81656,ORD1076195,CUST44010,2025-07-10,18,Jaipur,Electronics,,3.0,1014.77,3.94,UPI,Shipped,4.8,1.0,11.57,Mobile,Direct,4833.86,FESTIVE,2924.36,2025.0,7.0,10.0
58802,ORD1025257,CUST80022,2024-07-03,18,Mumbai,Grocery,Running Shoes,2.0,165.44,5.12,Credit Card,Shipped,3.9,3.0,47.68,Mobile,Paid Search,3734.13,FESTIVE,313.94,2024.0,7.0,3.0
75991,ORD1090483,CUST11555,2025-10-22,42,Lucknow,Home & Kitchen,Coffee Maker,1.0,253.43,10.38,UPI,Delivered,4.6,3.0,11.79,Desktop,Social,2106.63,NONE,227.12,2025.0,10.0,22.0
33169,ORD1081555,CUST56549,2025-08-18,38,Hyderabad,Home & Kitchen,Running Shoes,2.0,655.77,33.05,Credit Card,Shipped,3.6,1.0,34.33,Mobile,Organic,763.21,APP15,878.08,2025.0,8.0,18.0
81870,ORD1017907,CUST67404,2024-05-10,18,Hyderabad,Grocery,Face Serum,3.0,244.89,8.96,Net Banking,Delivered,5.0,6.0,12.87,Mobile,Organic,3443.26,FESTIVE,668.84,2024.0,5.0,10.0
36793,ORD1067702,CUST24442,2025-05-09,42,Kolkata,Grocery,Smart Watch,2.0,1249.44,13.91,Debit Card,Cancelled,3.7,5.0,2.88,Desktop,Organic,6414.59,NONE,2151.29,2025.0,5.0,9.0
965,ORD1041766,CUST27487,2024-10-31,22,Indore,Toys,Coffee Maker,1.0,713.16,11.71,Wallet,Delivered,3.0,3.0,16.71,Desktop,Affiliate,1690.36,not provided,629.65,2024.0,10.0,31.0
21999,ORD1045163,CUST91251,2024-11-25,33,Delhi,Books,Smart Watch,1.0,2232.12,3.94,Wallet,Delivered,3.8,3.0,1.69,Mobile,Affiliate,16541.06,NONE,2144.17,2024.0,11.0,25.0
28611,ORD1013787,CUST67598,2024-04-10,35,Bengaluru,Beauty,Yoga Mat,1.0,3211.57,24.86,Debit Card,Delivered,3.8,7.0,16.95,Desktop,Paid Search,6131.21,SAVE20,2413.17,2024.0,4.0,10.0
66350,ORD1006572,CUST64277,2024-02-17,47,Mumbai,Fashion,Bluetooth Speaker,2.0,1607.42,5.18,Wallet,Delivered,4.1,4.0,9999.0,Desktop,Organic,53381.52,not provided,3048.31,2024.0,2.0,17.0
21560,ORD1013404,CUST73550,2024-04-07,29,Jaipur,Sports,Bluetooth Speaker,1.0,2011.93,9.89,COD,Returned,4.7,6.0,19.28,Desktop,Email,8672.92,FESTIVE,1812.95,2024.0,4.0,7.0
84261,ORD1074086,CUST50056,2025-06-24,28,Kolkata,Electronics,Running Shoes,1.0,143.24,6.24,Net Banking,Delivered,3.3,5.0,11.5,Desktop,Social,12755.13,SAVE20,134.3,2025.0,6.0,24.0
84008,ORD1094855,CUST79121,2025-11-23,31,Mumbai,Electronics,Coffee Maker,3.0,3291.71,3.55,Credit Card,Delivered,3.7,1.0,13.79,Mobile,Social,5995.31,not provided,9524.56,2025.0,11.0,23.0
84803,ORD1059297,CUST18482,2025-03-08,29,Kolkata,Grocery,Bluetooth Speaker,1.0,529.52,16.0,Credit Card,Delivered,5.0,3.0,7.42,Mobile,Paid Search,1516.0,APP15,444.8,2025.0,3.0,8.0
46809,ORD1005625,CUST63611,2024-02-11,44,Chennai,Beauty,Organic Snacks,2.0,518.96,8.56,COD,Shipped,4.1,4.0,5.57,Desktop,Social,2512.55,NEWUSER,949.07,2024.0,2.0,11.0
87051,ORD1062203,CUST97650,2025-03-30,42,Pune,Fashion,Smart Watch,1.0,1692.59,5.64,Net Banking,Delivered,3.7,1.0,1.1,Mobile,Paid Search,15351.51,SAVE20,1597.13,2025.0,3.0,30.0
48695,ORD1089470,CUST19105,2025-10-15,21,Patna,Home & Kitchen,Organic Snacks,2.0,2409.48,23.22,COD,Delivered,4.0,2.0,9.69,Desktop,Organic,7210.64,APP15,3700.0,2025.0,10.0,15.0
44892,ORD1046206,CUST76580,2024-12-03,35,Patna,Home & Kitchen,Wireless Headphones,1.0,577.0,1.41,Debit Card,Delivered,4.0,4.0,25.98,Desktop,Paid Search,18806.04,not provided,568.86,2024.0,12.0,3.0
72482,ORD1069364,CUST37328,2025-05-21,31,Pune,Books,Laptop Stand,1.0,665.9,16.45,Credit Card,Delivered,4.4,2.0,4.05,Mobile,Organic,857.06,NONE,556.36,2025.0,5.0,21.0
34336,ORD1022931,CUST54207,2024-06-16,20,Lucknow,Electronics,Organic Snacks,3.0,561.71,22.22,Credit Card,Delivered,3.9,3.0,12.86,Mobile,Organic,6314.35,not provided,1310.69,2024.0,6.0,16.0
39262,ORD1091773,CUST18074,2025-10-31,41,Delhi,Books,Organic Snacks,1.0,380.28,8.63,Wallet,Delivered,3.5,8.0,6.36,Mobile,Direct,20662.9,APP15,347.46,2025.0,10.0,31.0
4962,ORD1012551,CUST34550,2024-04-01,25,Patna,Sports,,1.0,491.67,11.26,Net Banking,Delivered,5.0,2.0,3.78,Desktop,Organic,2040.46,NEWUSER,436.31,2024.0,4.0,1.0
16965,ORD1052564,CUST81430,2025-01-18,40,Patna,Electronics,Bluetooth Speaker,2.0,1697.89,33.09,Wallet,Shipped,4.6,7.0,22.26,not provided,Affiliate,10336.73,SAVE20,2272.12,2025.0,1.0,18.0
15247,ORD1069366,CUST94497,2025-05-21,22,Lucknow,Electronics,Bluetooth Speaker,3.0,1058.14,5.48,Credit Card,Delivered,3.7,6.0,21.91,Mobile,Paid Search,1959.51,FESTIVE,3000.46,2025.0,5.0,21.0
20973,ORD1027285,CUST22689,2024-07-18,41,Lucknow,Grocery,Bluetooth Speaker,2.0,1663.53,18.88,Debit Card,Delivered,3.8,2.0,9.41,Desktop,Direct,5004.2,NEWUSER,2698.91,2024.0,7.0,18.0
57662,ORD1045197,CUST76510,2024-11-25,40,Hyderabad,Electronics,Face Serum,1.0,159.23,18.39,Credit Card,Delivered,3.7,2.0,12.57,Mobile,Paid Search,20616.55,APP15,129.95,2024.0,11.0,25.0
70963,ORD1043084,CUST60967,2024-11-10,27,Jaipur,Beauty,Wireless Headphones,1.0,618.69,26.08,Debit Card,Shipped,2.7,4.0,5.27,Desktop,Affiliate,398.88,FESTIVE,457.34,2024.0,11.0,10.0
87159,ORD1000921,CUST50210,2024-01-07,23,Pune,Electronics,Smart Watch,1.0,403.61,17.13,COD,Delivered,4.9,2.0,27.72,not provided,Organic,985.65,NEWUSER,334.47,2024.0,1.0,7.0
9824,ORD1080549,CUST63800,2025-08-11,23,Mumbai,Fashion,Coffee Maker,1.0,1238.72,17.08,Credit Card,Delivered,2.7,1.0,3759.0,Mobile,Organic,3376.15,NEWUSER,1027.15,2025.0,8.0,11.0
27584,ORD1094018,CUST20008,2025-11-17,28,Lucknow,Sports,Organic Snacks,3.0,1999.94,9.48,Credit Card,Shipped,5.0,4.0,5.84,Desktop,Affiliate,2392.3,NEWUSER,5431.04,2025.0,11.0,17.0
77629,ORD1042739,CUST40254,2024-11-07,19,Mumbai,Fashion,Wireless Headphones,2.0,2198.32,14.71,COD,Shipped,2.8,1.0,25.24,Desktop,Direct,1247.12,SAVE20,3749.89,2024.0,11.0,7.0
38988,ORD1089900,CUST52743,2025-10-18,24,Pune,Grocery,Running Shoes,1.0,3043.16,36.47,Wallet,Delivered,3.2,6.0,3.18,Mobile,Email,12936.87,APP15,1933.32,2025.0,10.0,18.0
17420,ORD1037104,CUST65349,2024-09-27,35,Mumbai,Electronics,Face Serum,2.0,2631.14,6.41,Credit Card,Delivered,3.4,2.0,33.73,Tablet,Organic,15503.14,NONE,4924.97,2024.0,9.0,27.0
63957,ORD1028629,CUST51312,2024-07-27,27,Lucknow,Electronics,Running Shoes,3.0,1229.58,15.89,COD,Delivered,2.7,1.0,5.41,Mobile,Paid Search,,SAVE20,3102.6,2024.0,7.0,27.0
29190,ORD1087066,CUST94153,2025-09-27,35,Kolkata,Books,Organic Snacks,1.0,764.66,10.76,UPI,Delivered,5.0,3.0,2.24,Desktop,Direct,10676.65,NONE,682.38,2025.0,9.0,27.0
1246,ORD1002975,CUST22822,2024-01-22,35,Indore,Sports,Smart Watch,1.0,833.19,4.5,UPI,Delivered,3.0,3.0,,Mobile,Social,1792.02,NEWUSER,795.7,2024.0,1.0,22.0
27149,ORD1037017,CUST88200,2024-09-27,32,Kolkata,Grocery,Coffee Maker,1.0,472.76,15.17,Wallet,Delivered,5.0,1.0,4809.0,Mobile,Organic,2232.02,SAVE20,401.04,2024.0,9.0,27.0
79105,ORD1041482,CUST15995,2024-10-29,21,Kolkata,Electronics,Yoga Mat,2.0,1575.55,17.41,Credit Card,Delivered,3.2,1.0,3.54,Mobile,Email,5499.54,APP15,2602.49,2024.0,10.0,29.0
41690,ORD1078238,CUST10626,2025-07-25,34,Ahmedabad,Beauty,Wireless Headphones,1.0,303.67,9.34,Net Banking,Delivered,3.6,1.0,3.45,Mobile,Organic,1488.61,not provided,275.31,2025.0,7.0,25.0
8498,ORD1038567,CUST95238,2024-10-08,26,Lucknow,Toys,Wireless Headphones,1.0,340.02,2.62,UPI,Processing,2.4,5.0,3.57,Mobile,Paid Search,1369.11,APP15,331.11,2024.0,10.0,8.0
36530,ORD1082685,CUST92564,2025-08-26,33,Pune,Beauty,Organic Snacks,1.0,494.91,16.37,Wallet,not provided,2.8,2.0,22.08,Mobile,Paid Search,6922.27,SAVE20,413.89,2025.0,8.0,26.0
79928,ORD1039872,CUST70723,2024-10-18,45,Hyderabad,Fashion,Coffee Maker,1.0,765.41,17.58,Wallet,Delivered,3.2,2.0,3.71,Desktop,Social,4560.43,APP15,630.85,2024.0,10.0,18.0
59777,ORD1054637,CUST92265,2025-02-02,23,Kolkata,Grocery,Wireless Headphones,2.0,2735.35,6.46,Net Banking,Delivered,4.9,13.0,4.72,Mobile,Organic,25727.2,not provided,5117.29,2025.0,2.0,2.0
43032,ORD1065285,CUST97569,2025-04-21,36,Hyderabad,Home & Kitchen,Coffee Maker,1.0,193.82,6.22,Debit Card,Delivered,5.0,9.0,18.55,Mobile,Organic,4380.87,NONE,181.76,2025.0,4.0,21.0
86008,ORD1052942,CUST86751,2025-01-21,38,Jaipur,Grocery,Yoga Mat,2.0,211.56,11.15,UPI,Delivered,3.4,7.0,2.91,Mobile,Direct,8203.33,NONE,375.94,2025.0,1.0,21.0
76111,ORD1033541,CUST84365,2024-09-01,41,Kolkata,Toys,Wireless Headphones,1.0,511.29,7.43,COD,Delivered,4.9,10.0,10.7,Mobile,Organic,5842.13,SAVE20,473.3,2024.0,9.0,1.0
12443,ORD1005385,CUST55779,2024-02-09,43,Lucknow,Sports,Running Shoes,1.0,368.34,21.15,Debit Card,Delivered,4.3,1.0,7.45,Desktop,Email,10412.34,NEWUSER,290.44,2024.0,2.0,9.0
82704,ORD1005132,CUST38101,2024-02-07,32,Jaipur,Beauty,Yoga Mat,1.0,1229.13,6.11,Credit Card,Delivered,3.7,1.0,6.13,Desktop,Organic,420604.7,FESTIVE,1154.03,2024.0,2.0,7.0
21516,ORD1089184,CUST11458,2025-10-13,38,Patna,Sports,Smart Watch,1.0,1313.52,7.17,Credit Card,Delivered,4.2,3.0,4.24,Mobile,Affiliate,9824.46,not provided,1219.34,2025.0,10.0,13.0
6394,ORD1000954,CUST99539,2024-01-07,25,Patna,Beauty,Laptop Stand,1.0,709.52,6.7,Wallet,Shipped,3.6,6.0,4.56,Mobile,Email,3302.96,FESTIVE,661.98,2024.0,1.0,7.0
76315,ORD1089630,CUST97410,2025-10-16,18,Ahmedabad,Fashion,Coffee Maker,2.0,822.53,4.11,COD,Delivered,3.9,6.0,,Mobile,Organic,7243.81,APP15,1577.45,2025.0,10.0,16.0
82018,ORD1094110,CUST96608,2025-11-18,27,Ahmedabad,Electronics,Bluetooth Speaker,2.0,1366.01,7.73,Credit Card,Delivered,4.8,6.0,9.78,Desktop,Paid Search,414.46,NONE,2520.83,2025.0,11.0,18.0
82632,ORD1017037,CUST27631,2024-05-04,19,Ahmedabad,Sports,Organic Snacks,1.0,792.21,21.35,Wallet,Delivered,4.0,1.0,18.5,Mobile,Organic,3366.13,not provided,623.07,2024.0,5.0,4.0
20616,ORD1043531,CUST23630,2024-11-13,20,Delhi,Sports,Face Serum,3.0,621.44,13.11,Net Banking,Shipped,2.7,10.0,21.37,Mobile,Organic,6734.68,NONE,1619.91,2024.0,11.0,13.0
78994,ORD1070679,CUST48891,2025-05-30,31,Mumbai,Fashion,Smart Watch,1.0,867.83,150.0,Credit Card,Delivered,3.9,2.0,5.27,Mobile,Direct,71867.3,not provided,761.52,2025.0,5.0,30.0
36600,ORD1079098,CUST93204,2025-07-31,29,Patna,Toys,Yoga Mat,3.0,127.01,11.23,COD,Delivered,3.6,6.0,30.86,Mobile,Social,3001.63,NEWUSER,338.24,2025.0,7.0,31.0
17520,ORD1075535,CUST18921,2025-07-05,37,Mumbai,Fashion,Bluetooth Speaker,1.0,435.36,13.04,Net Banking,Delivered,5.0,4.0,3.92,Desktop,Social,35689.46,NEWUSER,378.59,2025.0,7.0,5.0
